follower_user_id,follower_project_count,followed_user_id,followed_project_count,date_followed
695956,144,593371,22,11/6/11 15:41
210915,681,249368,13,5/19/09 0:09
191702,0,115412,532,11/18/08 16:21
668204,0,51450,52,11/22/10 6:11
318043,150,318065,0,6/23/09 22:59
492232,86,56712,738,6/28/10 13:24
729907,677,662248,564,12/22/11 14:05
561919,1309,382119,1375,7/26/10 23:47
918209,8,591698,8,8/19/11 18:04
348038,6,307193,692,8/27/09 22:17
127084,0,72275,474,6/17/08 16:49
201602,4,199735,1,12/18/08 15:16
987462,2,358585,68,12/16/11 23:14
467382,33,691607,10,1/1/11 16:09
921927,6,279535,496,11/8/11 1:59
265411,37,162477,48,5/30/09 13:37
918195,24,917148,0,8/15/11 18:40
815431,96,401888,2,9/21/11 2:38
475728,1,369760,10,5/7/10 20:37
333080,442,458900,9,8/29/10 20:18
471748,122,875913,0,9/19/11 21:12
546671,2,547855,1,6/10/10 15:22
235637,167,331868,5,7/21/09 17:46
508763,2,441889,14,5/6/10 1:54
560424,197,6801,278,10/12/10 17:12
123038,572,96607,117,7/29/08 18:15
124164,0,115498,6,6/14/08 1:32
454079,81,552365,0,7/2/10 17:56
380115,0,336291,832,10/28/09 16:20
67626,9,85629,462,7/17/08 1:19
692583,40,478319,269,1/15/11 20:00
190190,0,20036,154,1/14/10 17:35
971382,0,963165,0,9/29/11 17:42
560424,197,527437,98,10/15/10 21:45
780416,1,746496,0,4/27/11 12:52
314817,29,314378,0,6/19/09 19:33
1124650,2,946500,79,1/1/12 17:42
596421,58,725446,254,4/1/11 18:28
656248,369,949972,413,3/21/12 0:43
383402,45,205437,242,11/29/09 5:33
222311,254,32996,27,3/20/10 11:58
632291,43,454906,59,4/21/11 0:52
12445,11,18201,19,6/4/07 0:59
39391,60,7586,55,9/14/07 6:10
276809,0,237851,146,4/22/09 20:43
504942,245,622165,22,4/17/11 23:48
401258,8,344701,2,1/16/10 19:42
851947,3,722266,107,6/15/11 17:31
687461,59,773685,2,5/13/11 11:27
329039,190,84283,688,8/3/09 21:23
864598,119,1119817,1,12/28/11 15:01
294061,106,452138,10,2/21/10 5:42
758094,3,759264,1,4/3/11 1:11
90805,223,800070,16,6/13/11 4:43
113683,8,113663,3,5/19/08 9:25
6929,117,294,2437,5/13/07 23:31
391842,501,409969,282,1/23/11 4:28
196708,0,134117,37,12/2/08 23:15
7913,13,20273,2,6/14/07 19:19
1045445,1,554275,61,12/7/11 2:58
95000,136,124561,37,6/25/10 12:25
124443,0,29688,4,6/11/08 11:24
840125,91,873297,98,12/31/11 19:08
12446,133,29018,14,7/28/07 11:21
1243768,1,1228811,4,3/27/12 8:24
609170,543,693677,34,1/22/11 1:17
171082,83,218388,33,1/16/09 23:23
213675,41,65730,174,5/27/09 17:28
137093,32,245241,0,2/28/09 3:40
56114,14,69296,21,1/28/08 18:44
71430,30,210880,0,1/1/09 1:06
867375,22,699720,108,7/4/11 21:39
186240,848,73563,397,2/16/09 9:32
1112143,3,1112128,4,1/10/12 6:55
26337,16,20478,5,7/15/07 19:06
917148,0,918195,24,8/21/11 11:07
67010,842,99082,14,4/19/08 20:08
124607,4,53484,59,6/11/08 16:09
193851,109,267704,119,4/4/09 18:44
106631,459,341247,240,4/10/10 18:55
910780,2,830787,83,8/6/11 3:01
261057,230,546979,865,8/5/10 4:14
945627,18,946378,6,10/23/11 12:25
1090504,0,663199,893,12/20/11 3:04
502321,87,87003,156,5/4/10 15:46
767176,315,743333,634,5/4/11 0:55
599024,33,437661,719,8/26/11 15:35
719956,4,90805,223,3/10/11 21:39
249768,0,229679,7,3/6/09 1:56
404227,18,14782,116,12/1/09 1:53
999424,1,677664,89,11/1/11 23:11
96656,7,67995,148,4/9/08 1:14
307382,96,183006,135,4/3/10 20:02
80357,186,101328,8,6/30/08 12:37
372444,316,489074,2,4/14/10 21:40
697309,6,664862,282,3/11/11 18:24
550805,1,459816,3,7/28/11 7:14
64131,48,11842,392,3/8/08 13:15
264903,19,183093,22,6/26/09 18:14
696501,9,656302,0,4/21/11 23:37
458672,8,421809,327,3/26/10 17:19
94587,1,29216,495,3/31/08 14:37
922402,8,913686,89,9/10/11 12:14
383114,11,1246196,1,3/27/12 8:40
945099,10,944252,11,9/9/11 14:16
703987,11,123038,572,2/22/11 3:14
997077,166,195638,833,3/29/12 18:41
33521,513,320724,11,7/31/09 0:26
331269,25,311928,155,7/26/09 0:24
142459,477,337138,47,12/28/09 23:42
392196,17,395190,5,11/13/09 0:41
496924,3,471055,7,5/1/10 16:24
431474,0,330466,6,2/19/10 19:33
781425,1,160914,1238,4/22/11 14:12
353328,11,240190,80,9/21/09 12:47
207683,70,8191,1341,12/30/08 20:12
1076242,0,1078228,0,12/1/11 18:08
287578,57,291152,13,10/29/09 20:32
1124650,2,34252,107,1/1/12 14:55
796893,18,599777,467,11/16/11 20:54
673109,2,329608,155,12/2/10 23:56
465263,13,463542,14,3/11/10 2:41
793111,0,788706,5,5/6/11 15:21
589318,65,496410,149,8/23/10 18:21
288297,473,418911,11,1/9/10 19:01
282511,3294,706852,23,1/23/11 22:46
710325,0,710323,0,1/28/11 11:35
99895,360,380206,17,4/3/10 9:26
218264,4,60071,43,1/17/09 0:55
120606,156,264391,52,7/21/09 21:14
479016,0,618163,12,1/15/11 10:01
929173,155,1164985,0,1/28/12 0:58
474609,80,425873,154,2/21/11 19:38
662687,0,531821,197,12/1/10 16:18
867385,213,333990,4,8/5/11 21:50
396229,122,147278,419,3/9/10 2:17
324957,104,434417,268,3/3/10 0:09
749825,10,887321,13,7/22/11 15:05
83960,478,106827,145,8/11/09 22:57
129177,29,71384,70,6/21/08 14:45
523579,1,378716,22,5/19/10 20:06
687192,3,661125,13,12/30/10 1:06
324927,4,341361,0,9/9/09 19:02
244141,161,669039,10,7/13/11 2:13
1131014,8,1131929,1,1/7/12 18:31
294193,304,416458,163,2/18/10 12:17
254124,152,310076,92,6/22/09 21:09
14579,6,7710,13,6/27/07 8:52
270468,181,130919,80,5/3/09 22:35
150527,2,135165,63,8/17/08 21:23
634295,1,358136,56,1/27/11 17:33
502321,87,225852,196,5/5/10 15:04
7925,137,12683,2,5/21/07 11:58
543147,21,122826,112,6/13/10 15:33
691637,7,626177,5,1/3/11 0:56
626906,59,183093,22,4/7/11 23:28
688518,714,860203,0,8/19/11 13:49
615539,121,929301,36,9/19/11 23:52
810424,8,72387,95,5/16/11 2:44
656582,96,662088,10,11/14/10 17:06
298447,1243,745670,278,5/25/11 23:20
160654,210,310076,92,7/7/09 15:27
54779,26,74782,12,2/8/08 15:03
1035310,12,891070,313,11/23/11 16:54
444394,2,444387,1,2/8/10 10:43
214845,13,63567,5,1/13/09 20:57
997816,216,348603,2628,10/15/11 19:22
265853,0,106254,100,3/30/09 22:59
888182,10,820511,233,8/17/11 22:50
923411,19,1073616,6,11/30/11 3:11
72395,6,33419,245,2/29/08 0:18
522200,16,345613,116,5/26/10 2:16
226134,84,235916,19,2/27/09 12:36
286792,0,409817,59,6/15/10 5:51
1039999,6,487989,119,12/6/11 13:43
433622,0,110047,125,4/20/10 18:30
763911,113,789043,239,1/17/12 0:53
69161,17,58549,18,1/16/08 18:46
97786,134,279748,299,1/16/10 12:49
1232190,3,1232217,2,3/18/12 23:12
14782,116,142,10584,10/26/08 17:37
1207545,7,1168226,28,2/23/12 23:24
761087,47,701052,1,3/27/11 13:11
91328,1495,840165,15,11/18/11 3:14
366488,2,224958,1,10/16/09 12:47
499851,7,485170,21,4/28/10 21:12
737876,0,701970,18,3/2/11 23:26
216113,0,28000,87,5/25/10 14:08
674828,33,201058,1652,1/7/11 2:24
134532,64,160645,301,9/21/08 14:58
72275,474,130226,16,7/2/08 14:39
387683,4,403358,0,12/7/09 17:45
530222,0,444842,29,5/25/10 16:28
121851,0,67995,148,7/1/08 16:05
193972,7,404950,150,5/4/10 0:23
103553,13,120275,236,7/19/08 21:28
430012,84,376400,18,4/10/10 12:35
250712,37,13682,111,7/27/11 0:04
62195,8,31704,40,12/17/07 9:41
642695,1,631483,18,10/20/10 15:55
226635,40,56460,469,8/1/09 17:02
85346,69,7617,12,3/15/08 18:02
791890,20,840629,12,6/9/11 15:40
601728,3,606092,3,9/30/10 1:48
147103,1,144373,26,8/8/08 4:45
658651,1,76674,348,2/26/11 13:01
711528,88,304811,144,5/14/11 0:27
363912,20,492324,6,4/26/10 14:48
691277,12,671091,292,1/1/11 1:40
1072995,4,801201,157,11/26/11 16:46
281778,1,8191,1341,4/29/09 1:30
378094,110,206428,119,1/9/10 14:37
19845,14,12446,133,9/28/07 15:57
691933,19,666120,336,2/4/11 3:20
88369,70,29149,17,4/4/08 22:31
289260,0,172735,24,5/11/09 23:14
108511,84,306123,0,6/5/09 19:37
269775,56,324573,0,7/13/09 17:18
730868,6,700884,15,4/27/11 19:27
120315,2,141530,2,7/26/08 1:21
525955,9,520436,39,8/19/10 19:19
290481,397,306435,190,7/11/09 17:51
117776,28,34908,563,6/7/08 2:06
56738,0,56752,2,11/26/07 14:35
1290198,5,1177725,349,3/30/12 17:07
17350,255,180344,8,11/12/08 4:50
699030,13,583637,1686,1/15/11 21:48
1184056,0,1178618,17,2/8/12 19:11
6456,19,260095,12,11/2/09 21:57
200457,6,191917,30,12/7/08 0:25
640148,15,105848,856,10/16/10 10:11
1166263,10,1227618,3,3/11/12 22:55
821485,35,609170,543,8/21/11 14:44
988021,183,1069418,107,12/27/11 1:53
163597,944,207985,594,2/21/10 18:13
302228,938,280098,132,11/1/09 16:11
449803,2397,613333,111,3/19/11 15:57
600397,306,405039,216,11/6/10 16:53
826117,22,815500,12,5/27/11 10:38
249090,148,412713,5,12/15/09 23:15
662786,41,360774,160,11/23/10 13:22
413681,445,434406,0,2/8/10 2:56
887543,29,720135,141,3/9/12 9:08
204139,121,53900,3,1/19/09 0:51
919111,1,592850,102,8/18/11 3:36
842026,0,839542,35,6/13/11 2:12
344430,367,76227,1962,7/16/10 22:13
609170,543,7674,4,2/3/11 6:22
729281,0,320724,11,2/19/11 17:44
83960,478,43509,8,8/5/09 22:48
277376,6,296508,26,6/3/09 18:49
347819,341,801216,180,7/4/11 9:07
411849,2,335553,14,12/10/09 17:19
672032,15,590052,211,12/14/10 21:17
490025,56,70523,55,6/2/10 22:29
831676,0,741572,2,5/28/11 13:31
694797,124,650333,200,4/15/11 2:08
495588,29,183532,328,5/28/10 0:48
128418,7,60698,83,7/17/08 18:29
324252,20,335091,12,3/14/10 22:32
1145745,2,529289,22,1/19/12 20:13
699218,27,840823,16,9/18/11 23:04
780936,23,776114,18,4/28/11 5:20
383089,3,799627,15,5/23/11 22:18
606005,49,638339,6,10/19/10 1:02
461846,447,283803,41,7/17/10 17:56
631044,1,592418,1,10/6/10 2:14
401242,120,466952,139,7/20/10 23:19
703987,11,987515,89,10/17/11 20:15
690170,186,192593,157,3/9/11 23:19
767176,315,205365,16,4/29/11 18:17
225357,0,133284,757,2/5/09 23:25
137581,403,429973,265,1/21/10 23:27
346621,73,84328,94,11/8/11 2:18
799044,80,73563,397,6/15/11 0:02
564344,11,557581,2,6/24/10 17:31
626720,0,626715,1,9/27/10 17:20
619191,23,518984,30,3/22/11 2:44
167105,80,296407,5,5/28/09 22:03
404691,18,160794,214,1/9/10 2:09
596703,388,689665,46,4/9/11 12:03
847826,13,823607,19,6/18/11 0:16
582918,138,715132,265,3/12/11 1:18
1097279,53,497589,55,2/4/12 0:35
308677,3,84283,688,7/15/09 11:27
702056,54,183006,135,2/3/11 12:37
1039999,6,887066,472,11/11/11 12:40
695785,17,693545,23,1/7/11 17:37
461840,462,523299,117,7/29/11 14:06
637882,145,738143,9,3/16/11 5:14
690170,186,482106,82,1/21/11 13:22
634495,262,215110,4050,12/4/10 20:30
652811,139,884713,67,9/5/11 1:27
569463,1,561919,1309,9/19/10 18:42
1124650,2,788860,323,1/1/12 15:07
602395,32,554129,21,10/25/10 23:19
193972,7,30599,4,5/4/10 0:24
549345,0,398767,468,6/11/10 16:25
210491,274,266501,3,4/1/09 21:02
232311,13,16566,9,5/4/09 18:23
80857,50,93314,11,3/30/08 16:27
216562,6,217406,5,2/10/09 16:47
606457,444,369095,30,12/12/10 9:44
130442,132,184887,200,12/4/08 23:16
763725,560,473042,144,10/3/11 21:56
951109,45,1145915,1,1/17/12 18:54
287106,1,287117,0,5/7/09 6:26
49016,3,49018,5,10/23/07 2:32
748639,101,747558,25,12/22/11 13:38
970103,534,1108178,16,1/5/12 21:27
679999,18,706897,0,3/18/11 1:09
781978,16,549107,807,7/27/11 21:38
1048486,0,1045461,33,12/7/11 21:06
124908,133,602284,746,9/24/10 9:25
133590,51,69299,1026,7/4/08 18:43
779697,2,779685,3,4/20/11 15:47
14579,6,7764,16,6/27/07 8:51
401170,41,395224,17,12/5/09 14:27
778298,9,273031,150,4/17/11 13:55
852219,7,706244,572,6/29/11 20:13
482732,0,289508,350,4/4/10 2:50
884325,57,868833,102,1/8/12 3:36
35506,228,377298,370,12/26/11 16:42
793207,26,402421,5,7/21/11 16:56
186421,204,129473,264,7/24/09 4:36
18589,3,7559,31,6/4/07 16:36
259200,1,234168,13,5/20/09 15:54
695221,2,695187,4,12/7/11 16:30
74275,41,74386,14,1/30/08 23:21
776114,18,780922,14,4/21/11 5:25
254124,152,295937,97,8/14/09 20:33
393179,8,393323,32,11/13/09 2:00
866755,3,837567,35,6/29/11 16:04
640384,34,655055,12,2/25/11 7:10
241763,8,241751,4,3/12/09 3:01
431466,3,20737,256,1/27/10 19:30
394174,1,353104,9,3/18/10 14:31
644837,0,176,5859,10/22/10 15:40
508168,29,662012,36,11/21/10 7:17
94990,88,161144,66,NA
399757,5,66027,309,11/23/09 19:08
336751,666,324689,360,11/2/09 0:38
71695,36,163246,2278,1/26/09 1:25
382238,0,65973,20,10/24/09 21:03
58055,5,124770,176,6/29/08 23:57
462105,18,462107,0,3/7/10 17:06
89412,50,280489,109,2/1/11 16:28
129061,1,281547,2,5/13/09 16:26
90805,223,91427,42,7/10/09 23:20
287878,121,180583,66,7/2/09 19:30
207661,13,208081,6,12/21/08 4:43
680163,77,703451,5,3/16/11 5:29
598926,14,603436,5,8/27/10 6:51
727720,16,726306,14,5/23/11 0:47
761406,173,484732,15,6/18/11 1:14
407110,13,395851,9,12/2/09 18:37
182771,72,280134,73,12/11/10 15:02
743333,634,362072,138,5/30/11 15:52
140282,3,111119,0,7/21/08 3:47
221408,153,430438,6,3/10/10 17:40
625491,103,982898,10,10/28/11 17:46
504942,245,750123,150,5/1/11 16:52
1179092,0,1179083,0,2/6/12 9:03
591265,213,811777,0,5/17/11 1:08
510827,4,456810,559,5/7/10 14:49
908913,22,907325,21,8/4/11 23:49
78048,69,20584,1,1/25/09 2:03
629495,5,629500,3,10/14/10 20:59
429654,0,410421,47,1/29/10 22:12
438165,436,730112,12,3/13/11 16:10
294193,304,451838,20,2/23/10 12:18
73573,8,13109,8,3/16/09 22:05
478782,0,479569,0,3/30/10 8:20
527117,136,567154,267,10/25/10 23:32
582097,226,59789,2184,7/15/10 16:55
338617,96,938200,58,9/12/11 3:38
461310,0,461305,0,3/6/10 3:45
450294,0,424756,125,2/18/10 0:17
1131887,160,668580,205,2/5/12 0:30
515270,55,309393,496,8/22/10 16:25
149073,170,127264,177,12/3/08 22:40
670644,304,666227,1,12/14/10 0:39
1190077,5,838762,0,3/8/12 12:08
348781,89,53410,144,9/4/09 16:41
27208,116,101002,1,4/17/08 10:53
402565,0,307264,1,11/25/09 18:43
143025,73,18253,101,12/3/08 1:42
116620,1,22504,37,5/23/08 20:24
269566,417,118134,0,7/19/09 15:47
224810,0,61003,177,2/27/09 10:44
1204253,10,848162,10,3/2/12 4:57
26042,2,22519,1,7/6/07 20:49
710526,6,487199,861,1/28/11 14:53
64380,2,56170,30,1/13/08 20:44
231165,838,59088,71,5/8/10 12:19
706723,21,710081,0,1/28/11 12:36
310063,665,682421,0,2/26/11 19:24
280897,5,280872,23,6/12/09 17:13
48989,27,37363,221,1/29/08 14:29
461203,347,262192,5,3/6/10 3:42
337458,4,178593,46,8/4/09 14:25
56460,469,277432,42,5/5/09 16:33
386093,1,78249,187,10/30/09 16:42
1246218,3,1244207,17,3/23/12 14:26
732439,1,488025,255,2/23/11 16:19
124908,133,674714,14,1/8/11 3:36
744907,3,744906,4,3/16/11 8:10
203536,16,403540,7,12/3/09 21:37
124164,0,119271,3,6/15/08 18:06
135917,165,482925,2,4/17/10 20:52
1097279,53,1096015,43,2/20/12 21:49
1025285,0,752002,0,10/31/11 16:58
302973,293,692814,73,3/4/11 12:53
735193,111,735859,10,6/29/11 22:51
314935,6,314951,14,7/8/09 15:09
777152,4,772958,59,5/14/11 9:27
180937,31,66243,60,NA
557739,3,557728,4,6/18/10 20:51
412745,13,128458,392,5/2/11 22:31
430752,242,349646,30,8/17/10 18:42
527812,28,125655,94,9/19/11 1:50
79292,12,142964,0,7/30/08 18:07
818811,8,818812,0,5/20/11 15:44
704597,13,704590,16,3/3/11 16:39
68000,13,181651,3,NA
56460,469,513616,148,9/25/11 17:39
259636,0,76616,277,7/6/09 14:25
49881,640,48419,23,9/6/08 23:03
896059,35,995859,2,10/12/11 21:49
464793,18,40531,781,5/21/10 19:18
903276,3,903287,3,7/29/11 17:57
497294,0,347729,6,4/25/10 2:54
546806,7,288297,473,6/13/10 13:38
1280529,0,294019,519,3/30/12 14:05
590433,3,249090,148,1/25/11 1:55
123038,572,133828,32,7/3/08 4:06
387965,74,217422,8,7/2/10 4:35
594324,57,377298,370,8/9/10 15:58
344632,30,133310,137,9/15/09 0:17
200109,24,85790,53,1/23/09 16:36
821937,231,708436,116,6/6/11 3:31
773457,87,762474,424,8/2/11 22:22
164,7361,6847,22,3/31/07 6:08
455097,0,396810,6,2/26/10 18:25
358308,7,907684,1,8/29/11 19:31
696880,32,669804,266,3/22/11 20:39
97295,6,721233,1,4/5/11 11:19
669012,1,110783,1641,11/23/10 1:48
320229,269,615426,3,9/20/10 23:14
575933,107,580402,0,7/13/10 14:15
230957,44,313325,1,6/18/09 18:21
267704,119,260593,243,5/18/09 1:00
721226,2,721232,1,2/18/11 9:52
491149,239,229827,1660,7/24/10 11:39
521013,51,14876,634,7/21/10 13:00
1009314,28,779795,2,3/1/12 17:46
723137,314,701462,389,7/15/11 18:04
626930,20,252153,167,9/27/10 21:04
699126,6,449803,2397,1/31/11 12:24
230686,172,88542,1745,7/8/09 16:28
355032,7,580278,313,10/8/10 19:59
222577,30,142739,95,6/7/09 12:12
198161,3155,64106,272,12/25/08 18:59
101401,126,90496,67,4/18/08 22:49
314224,12,272295,120,7/15/09 18:59
729907,677,697645,178,4/24/11 12:48
700914,1,360774,160,1/19/11 23:48
240506,15,49156,894,2/22/09 17:00
24561,20,10210,7,6/20/07 16:29
364327,32,44527,50,11/24/09 2:32
676422,54,103700,83,11/6/11 19:51
108999,121,323948,4,3/9/11 4:59
683278,44,512683,253,1/21/11 23:25
11568,225,201328,4,12/26/08 1:43
1080204,0,1092940,0,1/18/12 16:22
278115,15,264391,52,5/13/09 16:45
763911,113,995442,7,10/11/11 16:49
135251,71,518259,137,7/18/10 20:26
122469,34,80817,218,6/29/08 13:16
594324,57,409158,66,3/9/11 1:48
850831,451,825414,129,12/15/11 21:56
128418,7,64711,29,7/9/08 23:11
1175999,17,594324,57,3/4/12 22:39
401258,8,827189,3,8/13/11 12:24
725446,254,711415,328,3/5/11 0:30
696622,120,598144,19,3/8/11 20:50
316844,111,179406,193,1/3/10 23:03
662786,41,210959,21,3/1/12 18:51
950297,0,757500,279,9/24/11 18:21
912768,112,936578,123,10/7/11 20:57
556364,2,535137,4,6/24/10 11:53
885738,0,729907,677,7/10/11 9:27
1036442,5,1036446,7,11/8/11 14:50
364737,304,196221,8,8/31/10 4:03
764908,3,764903,187,5/22/11 12:09
898451,1,596393,0,8/17/11 14:58
1018684,31,813071,91,11/8/11 23:39
85275,92,395814,6,11/25/09 2:25
85346,69,77711,87,3/10/08 22:42
62547,3,60071,43,12/17/07 23:04
809781,664,142202,1381,6/29/11 13:32
113011,274,68534,405,8/3/08 2:23
411440,39,163246,2278,12/17/09 23:54
681526,47,749768,18,8/16/11 22:33
450697,0,292352,17,2/18/10 18:46
8068,11,8066,18,5/5/07 13:17
68534,405,61992,54,4/27/08 12:59
1101719,4,1152291,5,1/26/12 18:52
480040,137,508168,29,1/31/11 3:20
680865,19,699169,0,1/22/11 3:55
379508,0,422832,0,1/6/10 20:44
110956,0,110942,1,5/9/08 11:11
92262,3,87083,10,3/19/08 9:48
757425,0,293815,1277,4/3/11 16:37
430912,4,340782,244,1/17/10 22:10
222324,441,105848,856,9/23/09 19:04
788341,0,738703,1,4/30/11 22:51
633763,100,125673,8,12/13/10 14:14
61989,0,61474,305,12/16/07 1:05
404297,173,710035,61,9/6/11 23:19
694617,3,692226,5,1/9/11 1:09
578317,221,356422,55,7/21/10 21:25
8191,1341,53056,139,11/10/07 8:02
122181,147,188361,0,11/15/08 0:40
68085,6,73391,7,2/1/08 19:59
607760,202,619867,179,6/5/11 17:28
397741,83,404094,32,2/11/10 17:29
758376,420,916144,7,8/25/11 19:56
82312,34,155397,84,11/25/08 17:58
229843,6,251507,1,3/11/09 0:27
667728,200,991128,1,10/9/11 20:39
493218,10,474822,33,5/22/10 13:53
402691,0,402696,0,11/25/09 9:54
24570,12,6617,17,6/21/07 16:56
684825,2,557632,32,12/15/10 1:47
99958,131,157647,37,11/18/08 4:55
463064,97,329709,0,4/17/10 22:52
363912,20,430978,170,4/26/10 1:21
550479,103,579288,58,7/12/10 21:25
1164847,2,516307,18,1/29/12 0:10
541604,202,680320,341,7/1/11 3:06
460660,95,372444,316,3/16/10 15:53
342800,1403,669389,329,12/15/10 22:46
332517,168,772749,497,6/20/11 1:26
907817,137,1190121,0,2/28/12 1:33
310871,7,29919,157,6/26/09 4:53
530466,90,261585,36,8/19/10 6:31
886029,105,194388,230,7/10/11 19:21
887066,472,881956,4,7/22/11 20:12
15578,23,33781,4,6/13/08 19:57
104422,0,49965,37,4/22/08 21:42
698141,53,94679,32,7/18/11 19:43
12914,24,22522,7,6/16/07 17:48
57088,10,58163,90,12/11/07 13:42
543143,13,485646,118,6/12/10 1:25
221408,153,155283,32,3/23/10 20:36
80357,186,11160,7,7/7/08 13:29
499357,45,413201,327,6/5/11 6:19
533765,4,648760,0,10/27/10 21:23
1247450,0,1180034,11,3/13/12 19:52
718180,5,729873,1,2/20/11 17:11
31167,3,31166,20,10/13/07 11:41
324216,1,293815,1277,7/9/09 18:32
328699,42,320771,119,8/30/09 21:53
339821,39,547192,766,2/12/11 12:07
114225,4,33521,513,7/16/08 18:29
250124,0,253125,13,7/2/09 15:00
44801,143,279566,27,5/31/09 23:02
903945,1,909287,2,8/5/11 1:49
121851,0,76397,9,6/4/08 19:27
442620,13,429338,498,10/24/10 17:14
606457,444,594579,0,4/20/11 12:37
287595,3,27208,116,5/7/09 21:27
237231,61,329715,311,9/20/09 2:27
29754,165,49339,44,12/2/07 3:05
88369,70,97303,77,4/3/08 23:54
626670,2,615274,251,6/22/11 12:09
122387,3,133033,7,7/3/08 4:51
809682,0,610557,167,5/15/11 13:54
1009314,28,1026716,0,11/1/11 16:39
676993,0,655361,0,12/3/10 17:47
761301,152,701049,7,7/22/11 1:37
234076,986,343033,7,8/16/09 15:59
851566,10,548569,81,6/19/11 1:04
273031,150,115050,80,7/27/09 15:42
468534,0,18611,2,3/17/10 16:19
273918,242,160794,214,4/26/09 23:14
844602,0,825559,0,6/27/11 13:46
379288,300,386401,96,2/20/10 21:27
282401,8,267602,1,4/29/09 20:16
759263,1,759264,1,3/24/11 15:08
721934,10,679999,18,2/12/11 22:21
454906,59,766543,553,7/14/11 21:49
809580,18,344291,76,7/28/11 19:08
165815,12,588060,10,8/10/10 17:13
729133,11,645901,10,8/21/11 4:21
907817,137,609170,543,9/12/11 11:41
130937,7,94396,27,6/30/08 19:45
947427,42,738942,1,9/12/11 19:05
1020951,53,26696,229,1/26/12 13:00
80357,186,114968,7,6/22/08 20:35
25578,28,28278,9,7/10/07 17:28
529302,139,1013018,1,10/28/11 20:23
436293,7,433687,3,2/9/10 2:29
207722,0,145745,2683,12/23/08 5:58
865815,51,595744,55,9/5/11 13:07
664941,2,664936,3,11/17/10 22:40
491340,0,458151,239,5/22/10 19:19
404390,829,171104,126,7/31/10 4:06
83960,478,121239,0,7/15/08 22:48
222728,716,335284,3,9/8/09 18:16
319891,2,321095,5,6/29/09 17:20
104422,0,76851,5,4/23/08 23:44
570396,2,163627,513,6/30/10 23:49
811083,257,1108856,70,1/24/12 18:48
753886,23,715132,265,4/16/11 22:08
446393,45,591866,405,11/11/10 14:39
290258,1,55941,747,5/12/09 13:29
84368,314,67274,105,6/27/08 22:49
95000,136,71228,56,1/31/11 20:24
62525,4,6659,231,12/18/07 15:39
181250,30,303802,0,10/6/09 23:33
1288115,1,1274153,1,3/29/12 18:54
702904,4,734785,4,3/9/11 12:03
592418,1,460093,16,8/4/10 2:24
25912,8,15265,11,6/28/07 18:50
72275,474,104107,5,6/25/08 19:14
1177725,349,635515,7,2/21/12 2:31
362741,38,374570,733,10/16/09 21:27
133047,179,110783,1641,8/2/08 3:30
1137315,0,992148,42,2/2/12 15:55
815756,2,792165,80,5/19/11 16:22
49669,30,48574,112,6/23/08 0:17
432557,50,481611,100,6/24/10 16:29
55780,11,57083,10,11/29/07 21:32
353168,74,239474,17,2/15/11 19:02
128508,88,42111,342,8/29/08 0:24
587715,0,586117,4,7/24/10 19:26
29216,495,97592,28,6/14/08 17:14
251930,1,251922,6,3/13/09 17:27
1177152,274,1143503,156,3/26/12 22:52
707564,2,391078,79,4/10/11 23:31
224909,0,200109,24,1/29/09 12:18
841036,86,876879,1,8/12/11 14:17
690170,186,452459,39,3/19/11 15:15
509852,0,59789,2184,5/6/10 20:03
714225,40,486542,87,2/13/11 14:51
1139637,3,1085403,190,3/22/12 2:07
1229870,11,8182,20,3/6/12 8:24
104543,30,17704,34,6/27/08 17:01
264391,52,622967,195,10/18/10 15:05
372292,3,372278,3,10/8/09 19:57
666947,29,448226,412,1/17/11 16:44
1278073,3,989224,25,3/25/12 13:53
663513,0,237851,146,11/18/10 22:30
380115,0,269616,3,10/28/09 16:39
39128,33,35153,55,9/10/07 22:57
711415,328,977817,2,10/2/11 13:28
74775,24,76889,5,2/14/08 21:11
633395,41,365991,4,5/4/11 13:26
143025,73,279675,53,5/17/09 12:46
469254,2,168655,0,3/16/10 14:42
348490,11,28651,39,11/28/09 4:47
288297,473,345613,116,3/8/10 1:58
656712,144,428578,2355,12/6/10 3:51
148151,141,133570,2,9/15/08 21:08
863386,61,868651,109,8/8/11 16:44
850831,451,711989,345,12/19/11 18:39
759197,1,497162,286,3/24/11 13:58
378008,37,474114,31,4/4/10 20:26
383402,45,404670,57,12/20/09 19:29
1098089,146,492033,33,3/8/12 22:24
55593,75,150527,2,8/18/08 2:15
684358,2,486208,28,3/2/11 13:43
249629,1,249628,5,3/5/09 23:38
546574,1,561919,1309,8/23/10 21:27
436635,29,319179,59,4/30/10 17:03
569237,4,155148,21,6/29/10 18:39
775484,1,305858,135,5/12/11 17:02
605283,27,613454,3,9/10/10 23:15
86812,122,132314,0,7/2/08 8:05
675280,0,664724,64,12/15/10 17:16
401242,120,463892,61,8/10/10 16:58
113011,274,99958,131,1/3/09 6:15
83960,478,13778,86,10/10/09 23:16
341934,365,584393,89,7/25/10 23:29
179406,193,353269,50,1/7/10 0:15
652254,4,652255,2,11/2/10 5:07
709074,2,293815,1277,9/9/11 0:02
753884,29,934904,0,3/27/12 1:02
218795,46,128458,392,7/3/10 2:43
160309,307,192499,3,12/13/08 2:01
699780,7,533156,39,1/14/11 12:45
